year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,1,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",748.00,137.00,35.79,1.92,17.34,0.00,81.95,26.00,0.00,7869.00,1692.00,813.00,786.00,0.00,4578.00
2023,1,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",253.00,45.00,25.49,0.00,5.01,0.00,14.50,1.00,0.00,2201.00,942.00,0.00,147.00,0.00,1112.00
2023,1,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",205.00,31.00,11.58,1.80,2.26,0.00,15.36,10.00,0.00,1647.00,492.00,45.00,76.00,0.00,1034.00
2023,1,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2758.00,501.00,167.41,3.80,111.34,0.82,217.62,44.00,2.00,34058.00,10583.00,435.00,6686.00,55.00,16299.00
2023,1,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2984.00,540.00,177.34,5.92,129.94,1.99,224.82,147.00,0.00,29994.00,9475.00,383.00,4653.00,47.00,15436.00
2023,1,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",315.00,68.00,29.21,0.00,11.76,0.00,27.04,5.00,0.00,3897.00,1158.00,0.00,425.00,0.00,2314.00
2023,1,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",287.00,66.00,23.31,1.08,14.72,0.00,26.89,6.00,3.00,3114.00,807.00,118.00,522.00,0.00,1667.00
2023,1,WN,Southwest Airlines Co.,BLI,"Bellingham, WA: Bellingham International",89.00,28.00,8.37,0.00,3.69,0.00,15.94,1.00,0.00,1394.00,327.00,0.00,90.00,0.00,977.00
2023,1,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3789.00,609.00,216.81,6.65,88.93,2.86,293.74,114.00,1.00,37097.00,14372.00,489.00,3621.00,75.00,18540.00
2023,1,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",346.00,71.00,22.22,0.08,7.62,0.00,41.08,8.00,0.00,3978.00,968.00,8.00,289.00,0.00,2713.00
2023,1,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",420.00,100.00,37.22,0.53,19.45,0.00,42.80,11.00,0.00,5129.00,1797.00,8.00,724.00,0.00,2600.00
2023,1,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",324.00,73.00,32.81,0.00,10.19,0.00,29.99,5.00,0.00,4359.00,1419.00,0.00,307.00,0.00,2633.00
2023,1,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1728.00,361.00,106.29,6.50,63.35,0.00,184.86,73.00,14.00,19515.00,5031.00,473.00,2322.00,0.00,11689.00
2023,1,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5489.00,858.00,278.48,5.21,169.56,3.61,401.14,97.00,5.00,57430.00,21367.00,640.00,6975.00,122.00,28326.00
2023,1,WN,Southwest Airlines Co.,BZN,"Bozeman, MT: Bozeman Yellowstone International",170.00,45.00,23.94,1.20,6.55,0.00,13.32,4.00,2.00,2562.00,981.00,45.00,337.00,0.00,1199.00
2023,1,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",222.00,52.00,19.69,0.00,8.71,0.00,23.60,4.00,0.00,2717.00,807.00,0.00,443.00,0.00,1467.00
2023,1,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",394.00,85.00,33.66,0.61,12.55,0.00,38.18,11.00,0.00,4327.00,1112.00,46.00,441.00,0.00,2728.00
2023,1,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",240.00,53.00,14.08,0.05,12.08,0.00,26.79,4.00,0.00,2657.00,609.00,8.00,331.00,0.00,1709.00
2023,1,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",896.00,184.00,68.09,1.72,25.89,1.00,87.29,24.00,0.00,10684.00,3304.00,202.00,1258.00,27.00,5893.00
2023,1,WN,Southwest Airlines Co.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",404.00,77.00,25.97,1.64,9.05,0.00,40.35,14.00,0.00,4384.00,1070.00,209.00,483.00,0.00,2622.00
2023,1,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",112.00,14.00,4.22,0.00,2.40,0.48,6.90,2.00,1.00,786.00,200.00,0.00,54.00,23.00,509.00
2023,1,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",205.00,35.00,17.15,0.87,6.03,1.00,9.95,6.00,0.00,1445.00,426.00,103.00,225.00,25.00,666.00
2023,1,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5821.00,931.00,321.11,9.49,173.19,3.31,423.90,335.00,12.00,57579.00,19645.00,593.00,8245.00,108.00,28988.00
2023,1,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1335.00,206.00,62.50,2.49,39.13,0.07,101.80,34.00,1.00,12295.00,3678.00,209.00,1251.00,11.00,7146.00
2023,1,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",7264.00,1349.00,359.07,25.76,338.76,1.54,623.87,378.00,15.00,80529.00,20889.00,2074.00,14905.00,78.00,42583.00
2023,1,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",120.00,30.00,8.92,0.46,5.15,0.56,14.92,0.00,0.00,1902.00,393.00,54.00,328.00,14.00,1113.00
2023,1,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",306.00,73.00,36.88,0.21,8.85,0.00,27.06,10.00,0.00,3643.00,1434.00,27.00,497.00,0.00,1685.00
2023,1,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",101.00,14.00,2.47,0.00,6.05,0.00,5.48,3.00,0.00,588.00,80.00,0.00,177.00,0.00,331.00
2023,1,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",714.00,126.00,41.35,1.04,11.69,0.00,71.91,27.00,0.00,6383.00,1904.00,20.00,375.00,0.00,4084.00
2023,1,WN,Southwest Airlines Co.,EUG,"Eugene, OR: Mahlon Sweet Field",116.00,27.00,7.25,0.00,3.83,0.00,15.93,1.00,0.00,1098.00,275.00,0.00,137.00,0.00,686.00
2023,1,WN,Southwest Airlines Co.,FAT,"Fresno, CA: Fresno Yosemite International",116.00,32.00,9.04,0.00,2.95,0.00,20.01,1.00,0.00,2244.00,490.00,0.00,147.00,0.00,1607.00
2023,1,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1402.00,278.00,107.59,4.64,73.05,0.00,92.72,18.00,0.00,17222.00,5910.00,878.00,3479.00,0.00,6955.00
2023,1,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",322.00,77.00,33.76,0.86,6.85,0.00,35.53,5.00,0.00,3863.00,1686.00,30.00,249.00,0.00,1898.00
2023,1,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",137.00,33.00,12.85,0.00,9.29,0.00,10.86,4.00,0.00,1516.00,483.00,0.00,316.00,0.00,717.00
2023,1,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",97.00,13.00,3.27,0.00,0.96,0.00,8.77,0.00,0.00,556.00,94.00,0.00,22.00,0.00,440.00
2023,1,WN,Southwest Airlines Co.,HDN,"Hayden, CO: Yampa Valley",102.00,24.00,14.17,0.93,3.07,0.00,5.83,8.00,0.00,1260.00,783.00,39.00,159.00,0.00,279.00
2023,1,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",1209.00,241.00,65.85,3.02,90.02,0.59,81.52,17.00,2.00,11272.00,3458.00,554.00,3172.00,10.00,4078.00
2023,1,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",4001.00,722.00,240.23,7.73,142.80,2.00,329.24,74.00,9.00,45295.00,14150.00,536.00,6928.00,68.00,23613.00
2023,1,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",197.00,37.00,15.42,1.31,5.96,0.00,14.32,4.00,1.00,2495.00,713.00,144.00,293.00,0.00,1345.00
2023,1,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",141.00,31.00,10.31,0.07,3.89,1.00,15.73,9.00,0.00,1796.00,584.00,3.00,145.00,15.00,1049.00
2023,1,WN,Southwest Airlines Co.,IAH,"Houston, TX: George Bush Intercontinental/Houston",557.00,101.00,25.93,2.42,32.54,0.00,40.12,27.00,1.00,6982.00,1209.00,386.00,2058.00,0.00,3329.00
2023,1,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",124.00,21.00,6.69,0.20,3.49,0.00,10.61,2.00,0.00,1329.00,200.00,24.00,136.00,0.00,969.00
2023,1,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",772.00,160.00,58.60,2.13,26.03,0.00,73.24,31.00,0.00,9505.00,2980.00,240.00,1050.00,0.00,5235.00
2023,1,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",243.00,49.00,18.94,0.00,7.78,0.00,22.28,2.00,0.00,2602.00,901.00,0.00,248.00,0.00,1453.00
2023,1,WN,Southwest Airlines Co.,ITO,"Hilo, HI: Hilo International",155.00,37.00,14.24,0.00,1.62,0.00,21.14,0.00,0.00,1381.00,486.00,0.00,42.00,0.00,853.00
2023,1,WN,Southwest Airlines Co.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",209.00,30.00,6.20,0.68,3.40,0.00,19.71,2.00,0.00,2387.00,486.00,125.00,265.00,0.00,1511.00
2023,1,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",295.00,52.00,23.06,1.03,8.66,0.00,19.25,1.00,1.00,2722.00,886.00,44.00,436.00,0.00,1356.00
2023,1,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",310.00,79.00,20.07,0.00,27.71,0.00,31.22,2.00,0.00,3504.00,830.00,0.00,939.00,0.00,1735.00
2023,1,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: Harry Reid International",6665.00,1530.00,379.27,24.53,451.67,0.40,674.12,152.00,14.00,92735.00,20566.00,2793.00,26882.00,6.00,42488.00
2023,1,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",2174.00,519.00,183.19,4.54,93.99,0.00,237.27,37.00,1.00,27250.00,8775.00,426.00,3160.00,0.00,14889.00
2023,1,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",236.00,49.00,16.64,0.50,6.25,0.00,25.61,10.00,1.00,2420.00,686.00,58.00,205.00,0.00,1471.00
2023,1,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1055.00,242.00,72.17,9.81,86.94,0.00,73.08,34.00,3.00,14837.00,4048.00,1043.00,3996.00,0.00,5750.00
2023,1,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",1145.00,234.00,61.82,1.34,44.81,1.35,124.68,15.00,0.00,11016.00,3091.00,62.00,1482.00,37.00,6344.00
2023,1,WN,Southwest Airlines Co.,LIH,"Lihue, HI: Lihue Airport",310.00,80.00,20.43,0.00,24.87,0.55,34.15,3.00,2.00,4033.00,979.00,0.00,784.00,12.00,2258.00
2023,1,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",209.00,45.00,19.97,0.45,4.08,0.00,20.50,8.00,0.00,2486.00,810.00,28.00,333.00,0.00,1315.00
2023,1,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",330.00,58.00,16.72,0.54,6.46,0.00,34.28,15.00,0.00,3442.00,1051.00,63.00,228.00,0.00,2100.00
2023,1,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1596.00,294.00,116.92,1.70,44.52,1.41,129.45,43.00,0.00,16768.00,6028.00,205.00,1668.00,26.00,8841.00
2023,1,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3125.00,573.00,181.38,5.98,143.42,2.20,240.03,59.00,2.00,38795.00,12719.00,516.00,7288.00,57.00,18215.00
2023,1,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",5916.00,993.00,288.34,16.95,249.44,1.87,436.40,279.00,64.00,63160.00,18511.00,1661.00,13265.00,147.00,29576.00
2023,1,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",223.00,48.00,17.60,1.40,6.02,0.00,22.98,15.00,0.00,2934.00,1039.00,248.00,250.00,0.00,1397.00
2023,1,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester Boston Regional",226.00,33.00,15.86,0.00,5.13,0.00,12.01,6.00,0.00,1655.00,677.00,0.00,119.00,0.00,859.00
2023,1,WN,Southwest Airlines Co.,MIA,"Miami, FL: Miami International",582.00,123.00,40.17,0.97,30.16,1.00,50.70,10.00,0.00,10414.00,2176.00,718.00,2658.00,24.00,4838.00
2023,1,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",650.00,141.00,58.36,1.76,15.66,0.00,65.23,9.00,1.00,9458.00,2751.00,458.00,710.00,0.00,5539.00
2023,1,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",491.00,108.00,36.45,1.97,21.65,0.73,47.20,37.00,1.00,6144.00,1698.00,62.00,1177.00,32.00,3175.00
2023,1,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1552.00,302.00,106.00,4.58,61.12,0.15,130.16,44.00,2.00,17645.00,5139.00,855.00,3036.00,20.00,8595.00
2023,1,WN,Southwest Airlines Co.,MTJ,"Montrose/Delta, CO: Montrose Regional",102.00,26.00,11.13,1.29,6.41,0.00,7.18,1.00,0.00,1984.00,729.00,168.00,320.00,0.00,767.00
2023,1,WN,Southwest Airlines Co.,MYR,"Myrtle Beach, SC: Myrtle Beach International",147.00,24.00,8.01,0.00,6.67,0.00,9.32,4.00,0.00,1051.00,287.00,0.00,157.00,0.00,607.00
2023,1,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metro Oakland International",3137.00,681.00,187.64,4.06,128.57,1.16,359.57,63.00,1.00,36426.00,7964.00,652.00,4698.00,24.00,23088.00
2023,1,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",589.00,151.00,29.33,0.91,64.73,0.73,55.30,9.00,0.00,7376.00,1561.00,31.00,1973.00,11.00,3800.00
2023,1,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",506.00,121.00,42.68,1.12,18.20,0.00,58.99,14.00,0.00,7036.00,2002.00,73.00,628.00,0.00,4333.00
2023,1,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",556.00,137.00,58.14,0.63,21.95,0.00,56.28,19.00,3.00,7279.00,2660.00,16.00,869.00,0.00,3734.00
2023,1,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",923.00,171.00,62.53,2.43,18.15,0.00,87.90,18.00,1.00,9589.00,2898.00,203.00,813.00,0.00,5675.00
2023,1,WN,Southwest Airlines Co.,ORD,"Chicago, IL: Chicago O'Hare International",801.00,120.00,33.92,0.29,36.19,0.00,49.60,33.00,4.00,7284.00,1975.00,22.00,1656.00,0.00,3631.00
2023,1,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",197.00,39.00,17.30,0.15,2.93,0.00,18.62,1.00,0.00,1999.00,607.00,26.00,130.00,0.00,1236.00
2023,1,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",195.00,30.00,10.88,0.00,10.02,0.00,9.10,0.00,0.00,1692.00,503.00,0.00,509.00,0.00,680.00
2023,1,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",680.00,142.00,55.53,2.01,12.94,0.00,71.52,13.00,1.00,8216.00,2685.00,178.00,454.00,0.00,4899.00
2023,1,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",312.00,60.00,21.49,0.18,6.04,0.00,32.29,6.00,0.00,3722.00,918.00,5.00,256.00,0.00,2543.00
2023,1,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5171.00,949.00,344.42,11.49,180.02,3.94,409.13,102.00,0.00,51826.00,17660.00,1041.00,7144.00,322.00,25659.00
2023,1,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",648.00,123.00,35.71,1.00,21.17,0.00,65.12,14.00,0.00,7451.00,1853.00,22.00,752.00,0.00,4824.00
2023,1,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",102.00,15.00,2.84,1.33,5.29,0.00,5.54,5.00,1.00,737.00,241.00,91.00,182.00,0.00,223.00
2023,1,WN,Southwest Airlines Co.,PSP,"Palm Springs, CA: Palm Springs International",318.00,73.00,24.63,0.12,15.69,0.00,32.57,5.00,0.00,3503.00,1118.00,10.00,765.00,0.00,1610.00
2023,1,WN,Southwest Airlines Co.,PVD,"Providence, RI: Rhode Island Tf Green International",350.00,62.00,22.81,0.00,5.83,0.00,33.36,1.00,0.00,4347.00,1489.00,0.00,141.00,0.00,2717.00
2023,1,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",93.00,13.00,4.67,0.00,0.52,0.00,7.81,5.00,0.00,604.00,132.00,0.00,22.00,0.00,450.00
2023,1,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",569.00,117.00,49.06,0.92,15.94,0.13,50.95,14.00,0.00,5886.00,2122.00,24.00,641.00,6.00,3093.00
2023,1,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",120.00,21.00,6.61,0.00,1.91,0.00,12.48,2.00,0.00,1140.00,269.00,0.00,57.00,0.00,814.00
2023,1,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",700.00,186.00,59.16,1.58,26.45,0.00,98.80,17.00,5.00,9501.00,2487.00,93.00,1466.00,0.00,5455.00
2023,1,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",156.00,25.00,11.55,0.00,3.59,0.00,9.86,3.00,0.00,1507.00,621.00,0.00,123.00,0.00,763.00
2023,1,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",765.00,172.00,59.49,1.00,48.54,0.00,62.97,15.00,2.00,11274.00,3519.00,40.00,2875.00,0.00,4840.00
2023,1,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2916.00,683.00,191.88,4.24,168.22,2.63,316.03,73.00,2.00,33713.00,9066.00,330.00,5591.00,102.00,18624.00
2023,1,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1167.00,250.00,91.60,0.81,48.09,0.00,109.50,31.00,3.00,12491.00,3679.00,68.00,1479.00,0.00,7265.00
2023,1,WN,Southwest Airlines Co.,SAV,"Savannah, GA: Savannah/Hilton Head International",187.00,28.00,10.91,0.00,6.06,0.00,11.03,2.00,0.00,1753.00,434.00,0.00,192.00,0.00,1127.00
2023,1,WN,Southwest Airlines Co.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",178.00,47.00,15.19,1.39,5.51,0.00,24.91,11.00,0.00,2498.00,701.00,85.00,221.00,0.00,1491.00
2023,1,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",334.00,56.00,15.00,0.00,10.56,0.00,30.44,5.00,1.00,4320.00,1037.00,0.00,447.00,0.00,2836.00
2023,1,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",600.00,101.00,40.40,0.18,6.16,0.00,54.27,7.00,0.00,5134.00,1713.00,28.00,405.00,0.00,2988.00
2023,1,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",687.00,229.00,52.66,5.09,88.83,0.00,82.42,30.00,2.00,13910.00,3013.00,343.00,5269.00,0.00,5285.00
2023,1,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2831.00,534.00,152.38,3.00,89.71,0.00,288.91,60.00,4.00,28346.00,7465.00,479.00,3263.00,0.00,17139.00
2023,1,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",290.00,79.00,34.65,0.00,15.85,1.00,27.50,1.00,0.00,4046.00,1577.00,0.00,575.00,16.00,1878.00
2023,1,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",1010.00,245.00,104.32,1.27,34.56,1.00,103.85,21.00,1.00,13115.00,4800.00,119.00,1491.00,32.00,6673.00
2023,1,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2613.00,469.00,142.63,1.46,57.99,0.00,266.91,58.00,0.00,23412.00,6790.00,111.00,2418.00,0.00,14093.00
2023,1,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1378.00,281.00,97.96,1.86,42.63,0.00,138.56,31.00,2.00,13103.00,3819.00,106.00,1418.00,0.00,7760.00
2023,1,WN,Southwest Airlines Co.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",365.00,65.00,16.09,0.00,21.02,0.00,27.88,13.00,2.00,4695.00,1082.00,0.00,1278.00,0.00,2335.00
2023,1,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2875.00,520.00,172.03,7.57,80.68,1.71,258.01,69.00,1.00,31787.00,10158.00,1111.00,3470.00,72.00,16976.00
2023,1,WN,Southwest Airlines Co.,SYR,"Syracuse, NY: Syracuse Hancock International",97.00,18.00,8.12,0.00,1.03,0.00,8.85,1.00,0.00,805.00,379.00,0.00,22.00,0.00,404.00
2023,1,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1889.00,418.00,146.48,3.25,92.43,2.45,173.38,41.00,0.00,27793.00,8789.00,313.00,6292.00,121.00,12278.00
2023,1,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",461.00,93.00,38.20,1.04,10.04,0.00,43.72,18.00,0.00,5444.00,1600.00,216.00,495.00,0.00,3133.00
2023,1,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",301.00,71.00,22.91,0.09,10.01,0.00,37.99,8.00,0.00,3985.00,1281.00,4.00,432.00,0.00,2268.00
2023,1,WN,Southwest Airlines Co.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",85.00,7.00,2.88,0.00,1.37,0.00,2.75,2.00,0.00,554.00,131.00,0.00,37.00,0.00,386.00
2022,1,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",581.00,114.00,53.91,1.27,5.07,0.00,53.74,25.00,1.00,6549.00,2748.00,126.00,146.00,0.00,3529.00
2022,1,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",217.00,48.00,27.51,1.37,2.50,0.00,16.62,27.00,0.00,2836.00,1433.00,75.00,102.00,0.00,1226.00
2022,1,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",119.00,22.00,11.58,0.00,0.37,0.00,10.05,3.00,0.00,1171.00,572.00,0.00,26.00,0.00,573.00
2022,1,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2451.00,373.00,163.60,8.99,45.35,0.94,154.13,157.00,11.00,21971.00,8792.00,708.00,2554.00,30.00,9887.00
2022,1,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2370.00,424.00,172.01,3.30,85.05,1.00,162.64,143.00,2.00,22180.00,8807.00,304.00,3527.00,28.00,9514.00
2022,1,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",286.00,61.00,34.58,0.00,5.04,0.00,21.39,39.00,0.00,2743.00,1400.00,0.00,144.00,0.00,1199.00
2022,1,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",268.00,83.00,41.48,1.89,9.13,0.00,30.50,5.00,1.00,4192.00,2004.00,70.00,361.00,0.00,1757.00
2022,1,WN,Southwest Airlines Co.,BLI,"Bellingham, WA: Bellingham International",93.00,11.00,4.49,0.00,1.00,0.00,5.51,3.00,3.00,522.00,193.00,0.00,50.00,0.00,279.00
2022,1,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3311.00,517.00,192.47,9.16,73.46,0.55,241.37,269.00,5.00,28401.00,9411.00,728.00,3197.00,23.00,15042.00
2022,1,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",295.00,64.00,27.06,0.00,5.05,0.00,31.89,10.00,1.00,3767.00,1603.00,0.00,200.00,0.00,1964.00
2022,1,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",325.00,57.00,31.66,0.10,6.48,0.00,18.77,47.00,1.00,3167.00,1658.00,21.00,267.00,0.00,1221.00
2022,1,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",326.00,74.00,37.50,0.94,10.86,1.25,23.45,34.00,1.00,3858.00,1746.00,34.00,423.00,104.00,1551.00
2022,1,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1733.00,214.00,95.04,0.00,15.71,0.00,103.25,73.00,0.00,11066.00,4697.00,0.00,520.00,0.00,5849.00
2022,1,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4653.00,727.00,243.16,10.65,179.81,1.79,291.59,565.00,14.00,39780.00,13557.00,1407.00,8069.00,55.00,16692.00
2022,1,WN,Southwest Airlines Co.,BZN,"Bozeman, MT: Bozeman Yellowstone International",172.00,28.00,9.77,0.00,5.68,0.00,12.55,20.00,0.00,1985.00,703.00,0.00,373.00,0.00,909.00
2022,1,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",250.00,49.00,26.91,0.00,5.19,0.00,16.90,24.00,1.00,2874.00,1650.00,0.00,183.00,0.00,1041.00
2022,1,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",328.00,76.00,40.45,1.42,10.33,0.00,23.80,26.00,0.00,4033.00,1851.00,127.00,372.00,0.00,1683.00
2022,1,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",204.00,31.00,17.79,0.00,5.02,0.00,8.18,27.00,0.00,1521.00,847.00,0.00,121.00,0.00,553.00
2022,1,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",768.00,168.00,59.32,3.24,23.58,1.38,80.49,35.00,4.00,9028.00,2896.00,210.00,872.00,57.00,4993.00
2022,1,WN,Southwest Airlines Co.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",357.00,62.00,30.05,0.00,9.02,0.00,22.93,28.00,0.00,3862.00,1573.00,0.00,457.00,0.00,1832.00
2022,1,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",67.00,15.00,5.27,0.00,0.18,0.00,9.55,2.00,0.00,694.00,156.00,0.00,4.00,0.00,534.00
2022,1,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",220.00,42.00,22.38,0.00,3.32,0.00,16.29,19.00,0.00,2180.00,1198.00,0.00,150.00,0.00,832.00
