year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,2,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",486.00,81.00,31.13,0.00,1.62,0.00,48.24,3.00,0.00,4297.00,1662.00,0.00,93.00,0.00,2542.00
2022,2,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",1897.00,206.00,81.75,0.67,13.74,2.68,107.16,28.00,1.00,9826.00,4182.00,66.00,416.00,52.00,5110.00
2022,2,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",276.00,44.00,19.11,2.00,3.97,1.00,17.92,0.00,0.00,2009.00,579.00,56.00,117.00,179.00,1078.00
2022,2,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",874.00,206.00,118.57,1.14,28.79,0.00,57.50,18.00,0.00,8223.00,4276.00,39.00,891.00,0.00,3017.00
2022,2,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",1922.00,228.00,106.38,1.06,9.27,2.04,109.25,30.00,0.00,11925.00,6053.00,38.00,321.00,64.00,5449.00
2022,2,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1372.00,248.00,104.22,1.28,54.37,0.31,87.82,23.00,0.00,9230.00,4122.00,42.00,1675.00,17.00,3374.00
2022,2,WN,Southwest Airlines Co.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",444.00,59.00,23.64,1.13,10.85,0.00,23.38,12.00,3.00,3693.00,1603.00,44.00,465.00,0.00,1581.00
2022,2,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2214.00,333.00,145.58,1.58,48.98,0.89,135.97,276.00,4.00,14981.00,5901.00,172.00,2126.00,23.00,6759.00
2022,2,WN,Southwest Airlines Co.,SYR,"Syracuse, NY: Syracuse Hancock International",84.00,16.00,10.12,0.86,2.12,0.00,2.90,5.00,0.00,746.00,439.00,84.00,74.00,0.00,149.00
2022,2,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1702.00,371.00,172.47,2.89,48.41,0.55,146.68,41.00,0.00,18099.00,7797.00,139.00,1686.00,16.00,8461.00
2022,2,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",272.00,55.00,29.70,0.00,3.89,0.00,21.42,29.00,0.00,2304.00,1328.00,0.00,161.00,0.00,815.00
2022,2,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",296.00,48.00,22.35,0.00,5.49,0.00,20.15,4.00,0.00,2236.00,890.00,0.00,246.00,0.00,1100.00
2022,2,WN,Southwest Airlines Co.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",132.00,20.00,6.46,0.16,4.61,0.00,8.77,4.00,0.00,1294.00,306.00,7.00,366.00,0.00,615.00
2022,3,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",612.00,179.00,79.13,0.00,17.12,0.00,82.75,10.00,1.00,8872.00,3999.00,0.00,588.00,0.00,4285.00
2022,3,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",227.00,81.00,43.19,1.00,8.12,1.00,27.69,3.00,2.00,4229.00,1856.00,326.00,394.00,21.00,1632.00
2022,3,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",162.00,51.00,17.72,0.00,3.41,0.00,29.88,4.00,1.00,2338.00,694.00,0.00,97.00,0.00,1547.00
2022,3,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2519.00,635.00,208.17,5.84,78.02,4.26,338.71,56.00,3.00,34543.00,10420.00,749.00,3810.00,198.00,19366.00
2022,3,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2885.00,733.00,285.99,2.07,149.85,2.08,293.01,67.00,4.00,40111.00,14080.00,253.00,7225.00,65.00,18488.00
2022,3,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",276.00,92.00,48.31,0.95,12.34,0.00,30.40,5.00,0.00,4679.00,2378.00,32.00,497.00,0.00,1772.00
2022,3,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",266.00,96.00,43.97,1.24,10.76,0.00,40.03,4.00,0.00,5432.00,2061.00,176.00,472.00,0.00,2723.00
2022,3,WN,Southwest Airlines Co.,BLI,"Bellingham, WA: Bellingham International",93.00,17.00,8.43,0.43,0.88,0.00,7.25,0.00,0.00,960.00,411.00,63.00,29.00,0.00,457.00
2022,3,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3351.00,813.00,294.87,7.61,103.81,2.86,403.84,75.00,1.00,45749.00,14709.00,820.00,4922.00,152.00,25146.00
2022,3,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",289.00,89.00,41.91,0.00,8.68,0.93,37.49,0.00,0.00,3846.00,1474.00,0.00,290.00,38.00,2044.00
2022,3,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",369.00,98.00,59.91,1.41,4.78,0.00,31.90,5.00,0.00,5115.00,2825.00,36.00,318.00,0.00,1936.00
2022,3,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",344.00,132.00,69.28,0.73,14.26,0.00,47.73,6.00,0.00,8028.00,3708.00,81.00,918.00,0.00,3321.00
2022,3,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1878.00,392.00,150.51,1.49,39.99,1.12,198.89,56.00,1.00,18209.00,6270.00,102.00,1154.00,33.00,10650.00
2022,3,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4813.00,1150.00,363.66,5.64,194.21,5.48,581.02,112.00,3.00,59059.00,18102.00,283.00,6970.00,236.00,33468.00
2022,3,WN,Southwest Airlines Co.,BZN,"Bozeman, MT: Bozeman Yellowstone International",181.00,52.00,27.49,0.03,2.50,0.00,21.97,5.00,0.00,2339.00,1111.00,1.00,95.00,0.00,1132.00
2022,3,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",269.00,84.00,38.88,0.00,7.14,0.00,37.98,4.00,0.00,3658.00,1673.00,0.00,196.00,0.00,1789.00
2022,3,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",324.00,111.00,56.89,1.86,8.73,0.00,43.52,4.00,0.00,5524.00,2547.00,134.00,437.00,0.00,2406.00
2022,3,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",219.00,67.00,41.86,0.20,7.47,0.00,17.47,3.00,0.00,2734.00,1670.00,8.00,246.00,0.00,810.00
2022,3,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",867.00,253.00,100.00,2.93,23.57,1.53,124.97,16.00,1.00,14756.00,5509.00,215.00,1149.00,73.00,7810.00
2022,3,WN,Southwest Airlines Co.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",342.00,100.00,49.65,0.00,4.00,0.52,45.83,3.00,1.00,4962.00,2276.00,0.00,208.00,13.00,2465.00
2022,3,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",100.00,37.00,12.50,0.00,0.75,0.00,23.75,2.00,0.00,1815.00,653.00,0.00,24.00,0.00,1138.00
2022,3,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",214.00,78.00,44.80,0.53,7.60,0.00,25.07,6.00,1.00,3715.00,1789.00,66.00,307.00,0.00,1553.00
2022,3,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5395.00,1641.00,509.57,15.39,488.36,6.50,621.17,180.00,30.00,85201.00,25268.00,2090.00,21984.00,216.00,35643.00
2022,3,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1361.00,390.00,111.95,5.44,102.50,0.00,170.12,28.00,5.00,22832.00,6243.00,458.00,5496.00,0.00,10635.00
2022,3,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",6276.00,1627.00,507.09,8.04,370.72,8.72,732.43,159.00,2.00,78751.00,23201.00,735.00,13996.00,269.00,40550.00
2022,3,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",112.00,34.00,12.95,0.00,4.53,0.00,16.52,1.00,1.00,1676.00,478.00,0.00,201.00,0.00,997.00
2022,3,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",316.00,119.00,57.52,1.20,8.50,0.00,51.78,5.00,1.00,6455.00,2699.00,38.00,672.00,0.00,3046.00
2022,3,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",226.00,80.00,31.12,1.91,10.07,0.00,36.90,5.00,1.00,4604.00,1785.00,192.00,516.00,0.00,2111.00
2022,3,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",525.00,148.00,60.17,0.89,12.39,0.00,74.55,7.00,3.00,6350.00,2272.00,65.00,543.00,0.00,3470.00
2022,3,WN,Southwest Airlines Co.,EUG,"Eugene, OR: Mahlon Sweet Field",93.00,21.00,11.67,0.00,0.33,0.00,9.00,1.00,0.00,1170.00,617.00,0.00,18.00,0.00,535.00
2022,3,WN,Southwest Airlines Co.,FAT,"Fresno, CA: Fresno Yosemite International",120.00,22.00,13.51,0.00,1.93,0.00,6.56,1.00,0.00,1361.00,920.00,0.00,118.00,0.00,323.00
2022,3,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1480.00,442.00,152.62,7.29,96.66,1.83,183.59,51.00,1.00,24505.00,8386.00,566.00,4288.00,32.00,11233.00
2022,3,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",263.00,80.00,34.45,0.00,7.43,0.00,38.13,4.00,0.00,3897.00,1635.00,0.00,289.00,0.00,1973.00
2022,3,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",134.00,41.00,22.80,0.00,3.04,0.61,14.55,3.00,0.00,1802.00,956.00,0.00,195.00,30.00,621.00
2022,3,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",124.00,35.00,17.92,0.00,2.55,0.00,14.53,1.00,0.00,1612.00,771.00,0.00,77.00,0.00,764.00
2022,3,WN,Southwest Airlines Co.,HDN,"Hayden, CO: Yampa Valley",97.00,30.00,15.90,1.38,4.39,0.00,8.33,4.00,1.00,1914.00,556.00,400.00,406.00,0.00,552.00
2022,3,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",1013.00,199.00,66.96,1.43,35.47,1.08,94.06,9.00,4.00,11108.00,4663.00,81.00,1033.00,17.00,5314.00
2022,3,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",3592.00,987.00,348.71,6.98,177.81,4.58,448.91,80.00,6.00,51793.00,17382.00,614.00,8054.00,164.00,25579.00
2022,3,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",174.00,54.00,29.35,0.90,2.22,1.00,20.54,4.00,0.00,2522.00,1420.00,27.00,97.00,30.00,948.00
2022,3,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",181.00,67.00,30.78,0.00,5.33,1.89,29.00,2.00,0.00,3399.00,1452.00,0.00,149.00,79.00,1719.00
2022,3,WN,Southwest Airlines Co.,IAH,"Houston, TX: George Bush Intercontinental/Houston",523.00,168.00,70.88,1.48,35.40,1.00,59.25,11.00,5.00,8290.00,3197.00,142.00,1499.00,28.00,3424.00
2022,3,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",131.00,34.00,15.85,0.77,4.14,0.00,13.24,0.00,1.00,1561.00,547.00,30.00,160.00,0.00,824.00
2022,3,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",812.00,279.00,117.15,0.62,33.97,1.00,126.25,22.00,1.00,16572.00,7249.00,29.00,1816.00,41.00,7437.00
2022,3,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",249.00,89.00,38.78,0.00,3.30,0.75,46.17,8.00,0.00,5093.00,1986.00,0.00,150.00,33.00,2924.00
2022,3,WN,Southwest Airlines Co.,ITO,"Hilo, HI: Hilo International",124.00,46.00,17.81,0.00,2.06,1.24,24.89,3.00,0.00,2225.00,686.00,0.00,50.00,29.00,1460.00
2022,3,WN,Southwest Airlines Co.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",209.00,45.00,16.53,0.00,6.88,0.00,21.59,5.00,0.00,2636.00,726.00,0.00,352.00,0.00,1558.00
2022,3,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",326.00,123.00,52.40,0.84,18.49,0.00,51.27,3.00,4.00,6567.00,2452.00,126.00,801.00,0.00,3188.00
2022,3,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",313.00,77.00,20.00,0.00,15.78,0.90,40.31,0.00,0.00,4140.00,1113.00,0.00,698.00,28.00,2301.00
2022,3,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5697.00,1279.00,390.00,7.82,297.00,6.63,577.55,60.00,5.00,65262.00,18365.00,718.00,14883.00,330.00,30966.00
2022,3,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",2027.00,443.00,169.90,1.71,21.45,2.00,247.94,25.00,0.00,23844.00,8746.00,321.00,716.00,36.00,14025.00
2022,3,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",197.00,64.00,24.53,1.00,2.81,0.00,35.67,2.00,1.00,3474.00,1354.00,231.00,85.00,0.00,1804.00
2022,3,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1085.00,341.00,118.74,2.56,101.60,0.00,118.09,50.00,11.00,18139.00,5914.00,215.00,5003.00,0.00,7007.00
2022,3,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",1069.00,194.00,71.81,0.90,25.96,1.25,94.07,9.00,0.00,8862.00,3219.00,148.00,1063.00,35.00,4397.00
2022,3,WN,Southwest Airlines Co.,LIH,"Lihue, HI: Lihue Airport",270.00,63.00,38.41,0.00,11.79,0.67,12.12,2.00,1.00,3581.00,2223.00,0.00,426.00,35.00,897.00
2022,3,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",174.00,65.00,34.46,0.00,2.15,0.00,28.39,3.00,2.00,3329.00,1712.00,0.00,135.00,0.00,1482.00
2022,3,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",282.00,66.00,29.59,0.00,7.03,0.52,28.86,10.00,0.00,3283.00,1578.00,0.00,214.00,12.00,1479.00
2022,3,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1358.00,422.00,193.40,2.75,47.31,1.99,176.55,43.00,5.00,20886.00,9050.00,239.00,1902.00,112.00,9583.00
2022,3,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3281.00,1119.00,323.89,12.82,358.40,6.37,417.51,102.00,21.00,72700.00,21682.00,1484.00,20829.00,325.00,28380.00
2022,3,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",5037.00,1221.00,420.76,6.53,190.59,4.51,598.61,95.00,5.00,67235.00,22783.00,655.00,7989.00,118.00,35690.00
2022,3,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",259.00,89.00,36.92,1.72,11.33,0.94,38.09,2.00,0.00,5189.00,1981.00,215.00,609.00,64.00,2320.00
2022,3,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",194.00,62.00,30.86,0.00,3.74,0.00,27.40,2.00,1.00,3443.00,1452.00,0.00,155.00,0.00,1836.00
2022,3,WN,Southwest Airlines Co.,MIA,"Miami, FL: Miami International",638.00,235.00,84.81,3.96,69.37,0.00,76.85,26.00,0.00,12128.00,4083.00,506.00,2871.00,0.00,4668.00
2022,3,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",781.00,263.00,120.57,2.42,26.13,1.47,112.41,7.00,1.00,15260.00,6339.00,376.00,1233.00,65.00,7247.00
2022,3,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",405.00,122.00,66.40,0.93,9.35,0.00,45.32,14.00,1.00,7003.00,3534.00,27.00,428.00,0.00,3014.00
2022,3,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1417.00,436.00,179.28,7.46,70.44,4.37,174.45,30.00,7.00,24809.00,8697.00,801.00,4231.00,323.00,10757.00
2022,3,WN,Southwest Airlines Co.,MTJ,"Montrose/Delta, CO: Montrose Regional",97.00,24.00,10.94,0.00,4.14,0.00,8.92,1.00,0.00,1169.00,467.00,0.00,177.00,0.00,525.00
2022,3,WN,Southwest Airlines Co.,MYR,"Myrtle Beach, SC: Myrtle Beach International",230.00,68.00,34.28,0.11,4.58,0.00,29.04,2.00,0.00,3387.00,1584.00,10.00,168.00,0.00,1625.00
2022,3,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",2813.00,545.00,207.53,0.00,46.07,2.85,288.55,33.00,1.00,27024.00,9505.00,0.00,1456.00,104.00,15959.00
2022,3,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",589.00,124.00,46.86,0.00,34.52,1.00,41.62,3.00,0.00,6253.00,2791.00,0.00,1012.00,21.00,2429.00
2022,3,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",445.00,137.00,67.18,1.93,15.92,0.46,51.50,8.00,0.00,6998.00,3081.00,647.00,602.00,13.00,2655.00
2022,3,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",516.00,190.00,86.81,1.65,16.69,0.00,84.85,5.00,1.00,9462.00,4103.00,125.00,699.00,0.00,4535.00
2022,3,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",783.00,170.00,70.52,0.00,4.07,0.00,95.40,8.00,0.00,8122.00,2974.00,0.00,187.00,0.00,4961.00
2022,3,WN,Southwest Airlines Co.,ORD,"Chicago, IL: Chicago O'Hare International",749.00,296.00,98.17,2.19,115.25,1.00,79.39,12.00,1.00,13246.00,4512.00,370.00,4112.00,54.00,4198.00
2022,3,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",227.00,64.00,35.95,0.00,3.58,0.62,23.85,5.00,1.00,3434.00,1812.00,0.00,107.00,18.00,1497.00
2022,3,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",166.00,69.00,22.50,0.87,23.11,0.00,22.52,6.00,1.00,3703.00,1015.00,34.00,1211.00,0.00,1443.00
2022,3,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",494.00,151.00,72.47,0.00,11.31,0.89,66.33,5.00,0.00,6634.00,2981.00,0.00,365.00,40.00,3248.00
2022,3,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",363.00,124.00,65.69,1.01,10.98,0.00,46.32,7.00,1.00,7535.00,3389.00,37.00,745.00,0.00,3364.00
2022,3,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5091.00,1208.00,444.69,5.76,160.91,5.90,590.74,62.00,6.00,63308.00,23126.00,532.00,5737.00,251.00,33662.00
2022,3,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",682.00,211.00,85.83,0.65,22.38,0.00,102.14,18.00,2.00,12705.00,5168.00,50.00,1074.00,0.00,6413.00
2022,3,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",164.00,38.00,11.61,0.49,5.08,0.00,20.81,2.00,1.00,2130.00,460.00,118.00,310.00,0.00,1242.00
2022,3,WN,Southwest Airlines Co.,PSP,"Palm Springs, CA: Palm Springs International",246.00,62.00,24.64,0.00,11.83,0.47,25.07,1.00,1.00,2489.00,909.00,0.00,351.00,8.00,1221.00
2022,3,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",303.00,108.00,47.43,0.00,5.23,0.00,55.35,8.00,0.00,6440.00,2370.00,0.00,267.00,0.00,3803.00
2022,3,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",93.00,34.00,22.10,0.00,3.03,0.00,8.87,1.00,0.00,1380.00,665.00,0.00,138.00,0.00,577.00
2022,3,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",528.00,160.00,85.32,0.00,12.97,1.24,60.47,14.00,0.00,7213.00,3381.00,0.00,501.00,42.00,3289.00
2022,3,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",124.00,47.00,24.88,0.00,6.97,0.00,15.14,2.00,0.00,2250.00,1041.00,0.00,274.00,0.00,935.00
2022,3,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",565.00,140.00,71.70,0.00,4.79,0.50,63.01,5.00,1.00,7457.00,3682.00,0.00,155.00,12.00,3608.00
2022,3,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",120.00,46.00,26.20,0.86,2.98,0.00,15.96,2.00,0.00,1820.00,866.00,61.00,88.00,0.00,805.00
2022,3,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",964.00,318.00,91.18,4.49,102.10,0.40,119.83,31.00,7.00,17064.00,4476.00,287.00,4695.00,10.00,7596.00
2022,3,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2276.00,519.00,226.62,4.21,51.10,2.18,234.89,14.00,2.00,25646.00,10420.00,155.00,1579.00,52.00,13440.00
2022,3,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1033.00,297.00,127.17,1.86,19.23,0.88,147.86,15.00,0.00,15371.00,5477.00,120.00,798.00,37.00,8939.00
2022,3,WN,Southwest Airlines Co.,SAV,"Savannah, GA: Savannah/Hilton Head International",186.00,48.00,26.35,0.00,10.53,0.00,11.12,4.00,1.00,2373.00,1312.00,0.00,437.00,0.00,624.00
2022,3,WN,Southwest Airlines Co.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",154.00,36.00,17.25,0.00,1.02,0.00,17.73,1.00,0.00,1608.00,718.00,0.00,41.00,0.00,849.00
2022,3,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",344.00,109.00,46.42,0.00,15.65,0.00,46.93,2.00,2.00,6024.00,2640.00,0.00,765.00,0.00,2619.00
2022,3,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",561.00,158.00,63.29,0.00,15.02,0.00,79.69,5.00,0.00,6833.00,2814.00,0.00,521.00,0.00,3498.00
2022,3,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",572.00,129.00,44.02,1.00,12.81,0.00,71.17,6.00,1.00,7222.00,2830.00,107.00,632.00,0.00,3653.00
2022,3,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2207.00,389.00,126.73,0.75,40.12,1.34,220.07,37.00,2.00,18699.00,5959.00,33.00,1239.00,40.00,11428.00
2022,3,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",325.00,126.00,48.10,2.26,13.97,3.85,57.82,1.00,0.00,7839.00,2227.00,207.00,1189.00,272.00,3944.00
2022,3,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",912.00,319.00,161.35,0.00,52.60,0.00,105.05,10.00,0.00,16434.00,7929.00,0.00,2171.00,0.00,6334.00
2022,3,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2190.00,461.00,168.94,0.81,25.16,0.22,265.85,32.00,0.00,23085.00,8726.00,59.00,741.00,4.00,13555.00
2022,3,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1489.00,322.00,105.26,0.00,67.20,0.00,149.53,21.00,1.00,12413.00,4358.00,0.00,2136.00,0.00,5919.00
2022,3,WN,Southwest Airlines Co.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",515.00,173.00,56.46,0.92,48.87,0.00,66.75,16.00,0.00,9908.00,3094.00,29.00,2998.00,0.00,3787.00
2022,3,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2671.00,621.00,258.26,1.89,65.48,4.75,290.62,45.00,2.00,34480.00,14112.00,131.00,2731.00,207.00,17299.00
2022,3,WN,Southwest Airlines Co.,SYR,"Syracuse, NY: Syracuse Hancock International",96.00,32.00,10.37,1.17,3.45,0.00,17.00,1.00,0.00,1370.00,406.00,86.00,209.00,0.00,669.00
2022,3,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2133.00,697.00,229.37,12.65,180.45,2.73,271.80,60.00,9.00,41601.00,12357.00,1436.00,9585.00,74.00,18149.00
2022,3,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",300.00,111.00,47.83,0.92,7.83,0.90,53.52,3.00,0.00,5792.00,2000.00,108.00,339.00,19.00,3326.00
2022,3,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",302.00,84.00,38.23,0.00,5.92,0.51,39.34,2.00,1.00,3845.00,1512.00,0.00,253.00,98.00,1982.00
2022,3,WN,Southwest Airlines Co.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",162.00,40.00,18.82,0.33,5.47,0.00,15.38,7.00,1.00,2256.00,933.00,76.00,252.00,0.00,995.00
2022,4,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",633.00,173.00,59.41,0.00,12.18,0.00,101.42,5.00,1.00,8227.00,2309.00,0.00,392.00,0.00,5526.00
2022,4,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",212.00,84.00,54.70,0.00,3.90,0.00,25.41,4.00,0.00,4670.00,2638.00,0.00,250.00,0.00,1782.00
2022,4,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",146.00,40.00,11.40,0.00,1.74,0.00,26.86,2.00,0.00,1819.00,513.00,0.00,75.00,0.00,1231.00
2022,4,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2522.00,577.00,222.68,7.63,73.82,1.00,271.87,52.00,1.00,31159.00,11222.00,695.00,3342.00,116.00,15784.00
2022,4,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2911.00,735.00,251.67,6.04,132.33,2.00,342.96,67.00,11.00,39760.00,12632.00,757.00,6487.00,49.00,19835.00
2022,4,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",267.00,85.00,40.83,0.02,10.17,0.00,33.99,8.00,0.00,5257.00,2108.00,2.00,629.00,0.00,2518.00
2022,4,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",242.00,92.00,37.37,1.92,14.70,0.00,38.01,7.00,0.00,5101.00,1598.00,49.00,1002.00,0.00,2452.00
2022,4,WN,Southwest Airlines Co.,BLI,"Bellingham, WA: Bellingham International",90.00,12.00,3.10,0.00,0.46,0.00,8.43,0.00,0.00,616.00,167.00,0.00,11.00,0.00,438.00
